Human gene	Ensembl ID	Protein domains	Contains canonical RBDs	Neuron enrichment (human)	Neuron enrichment (mouse)	Brain enrichment	Neuron developmental enrichment (early)	Neuron developmental enrichment (late)	pLI	Extreme pLI	High pLI	Medium pLI	Autism susceptibility	Intellectual disability susceptibility
TRIM64B	ENSG00000189253	Znf_B-box; Znf_RING; B30.2/SPRY; SPRY_dom; Butyrophylin_SPRY; Znf_RING/FYVE/PHD; ConA-like_dom_sf; Znf_RING_CS; Znf_C3HC4_RING-type; B30.2/SPRY_sf	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	1.0703e-05	0	0	0	0	0
TRIM64C	ENSG00000214891	Znf_B-box; Znf_RING; B30.2/SPRY; SPRY_dom; Butyrophylin_SPRY; Znf_RING/FYVE/PHD; ConA-like_dom_sf; Znf_RING_CS; B30.2/SPRY_sf	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	4.0727e-11	0	0	0	0	0
TRIM65	ENSG00000141569	Znf_B-box; Znf_RING; B30.2/SPRY; SPRY_dom; Butyrophylin_SPRY; Znf_RING/FYVE/PHD; ConA-like_dom_sf; Znf_RING_CS; Znf_C3HC4_RING-type; B30.2/SPRY_sf	0	-1.73343479323799	-1.40544616875874	-0.941671758924025	0.247937722	0.294775704	2.7066e-21	0	0	0	0	0
TRIM66	ENSG00000166436	Znf_B-box; Bromodomain; Znf_PHD; Bbox_C; Znf_FYVE_PHD; Znf_RING/FYVE/PHD; Zinc_finger_PHD-type_CS; Znf_PHD-finger; Bromodomain-like_sf; TRIM66_Bbox1_Znf	0	-1.2376130109115	2.95804313647106	-0.873760758815823	-0.156446921	-0.245634987	6.9399e-12	0	0	0	0	0
TRIM67	ENSG00000119283	Znf_B-box; Znf_RING; B30.2/SPRY; Bbox_C; SPRY_dom; FN3_dom; Znf_RING/FYVE/PHD; ConA-like_dom_sf; Ig-like_fold; COS_domain; Znf_RING_CS; Znf_C3HC4_RING-type; FN3_sf; B30.2/SPRY_sf; Znf-RING_euk	0	0.680627208701568	0.916004936813645	0.973394065742042	0.640372669	0.310863855	0.96542	0	1	0	0	0
TRIM68	ENSG00000167333	Znf_B-box; Znf_RING; B30.2/SPRY; SPRY_dom; Butyrophylin_SPRY; PRY; Znf_RING/FYVE/PHD; ConA-like_dom_sf; Znf_RING_CS; TRIM68_RING-HC; B30.2/SPRY_sf	0	-0.320965284142147	-1.41241309899547	-0.787910043633821	0.011379181	0.229198939	8.0709e-19	0	0	0	0	0
TRIM69	ENSG00000185880	Znf_RING; B30.2/SPRY; SPRY_dom; Butyrophylin_SPRY; PRY; Znf_RING/FYVE/PHD; ConA-like_dom_sf; Znf_RING_CS; B30.2/SPRY_sf	0	1.10007531931737	0.0046769432890958	0.566374804003185	0.218041406	1.845214457	2.5727e-09	0	0	0	0	0
TRIM7	ENSG00000146054	Znf_B-box; Znf_RING; B30.2/SPRY; SPRY_dom; Butyrophylin_SPRY; PRY; Znf_RING/FYVE/PHD; ConA-like_dom_sf; Znf_RING_CS; Znf_B-box_chordata; B30.2/SPRY_sf	0	0.735590361146589	0.153940068556557	-0.728810350358097	-0.0284620504712684	-0.0769070168466188	0.02684	0	0	0	0	0
TRIM71	ENSG00000206557	Znf_B-box; NHL_repeat; Filamin/ABP280_rpt; Znf_RING; 6-blade_b-propeller_TolB-like; Znf_RING/FYVE/PHD; Ig-like_fold; Ig_E-set; Filamin/ABP280_repeat-like; Znf_RING_CS	1	0.573232295012273	0.609050488559765	0.370121199268477	-0.0284620504712684	-0.0769070168466188	0.99969	1	0	0	0	0
TRIM72	ENSG00000177238	Znf_B-box; Znf_RING; B30.2/SPRY; SPRY_dom; Butyrophylin_SPRY; PRY; Znf_RING/FYVE/PHD; ConA-like_dom_sf; Znf_RING_CS; Znf-RING_euk; B30.2/SPRY_sf	0	-0.320965284142147	0.085291052320359	0.191720942008677	-0.0284620504712684	-0.0769070168466188	4.632e-05	0	0	0	0	0
TRIM73	ENSG00000178809	Znf_B-box; Znf_RING; Znf_RING/FYVE/PHD; Znf_RING_CS; Znf-RING_euk	0	-0.320965284142147	-0.26384866756404	-0.295600985280172	-0.0284620504712684	-0.0769070168466188	0.00010272	0	0	0	0	0
TRIM74	ENSG00000155428	Znf_B-box; Znf_RING; Znf_RING/FYVE/PHD; Znf_RING_CS; Znf-RING_euk	0	-0.320965284142147	-0.26384866756404	-0.173902602994438	-0.0284620504712684	-0.0769070168466188	0.0091423	0	0	0	0	0
TRIM75	ENSG00000250374	Znf_B-box; Znf_RING; B30.2/SPRY; SPRY_dom; Butyrophylin_SPRY; PRY; Znf_RING/FYVE/PHD; ConA-like_dom_sf; Znf_RING_CS; SPRY/PRY_TRIM75; B30.2/SPRY_sf	0	-0.320965284142147	0.320783050760317	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
TRIM77	ENSG00000214414	Znf_B-box; Znf_RING; B30.2/SPRY; SPRY_dom; Butyrophylin_SPRY; Znf_RING/FYVE/PHD; ConA-like_dom_sf; Znf_RING_CS; Znf_C3HC4_RING-type; B30.2/SPRY_sf	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	1.0217e-05	0	0	0	0	0
TRIM8	ENSG00000171206	Znf_RING; Znf_RING/FYVE/PHD; Znf_RING_CS; Znf_C3HC4_RING-type	0	-1.42662119124021	-0.999513904354455	-0.338532231843995	0.279908089	0.599677785	0.99438	1	0	0	0	1
TRIM9	ENSG00000100505	Znf_B-box; Znf_RING; B30.2/SPRY; Bbox_C; SPRY_dom; FN3_dom; Znf_RING/FYVE/PHD; ConA-like_dom_sf; Ig-like_fold; COS_domain; Znf_RING_CS; FN3_sf; B30.2/SPRY_sf	0	0.814627299329976	-0.105274368468349	3.97061697545546	-0.583776042	-0.879786469	0.99973	1	0	0	0	0
TRIML1	ENSG00000184108	Znf_RING; B30.2/SPRY; SPRY_dom; Butyrophylin_SPRY; PRY; Znf_RING/FYVE/PHD; ConA-like_dom_sf; Znf_RING_CS; B30.2/SPRY_sf	0	-0.261811098792637	-0.0486730098285719	0	-0.0284620504712684	-0.0769070168466188	3.704e-11	0	0	0	0	0
TRIML2	ENSG00000179046	Znf_B-box; B30.2/SPRY; SPRY_dom; Butyrophylin_SPRY; PRY; ConA-like_dom_sf; B30.2/SPRY_sf	0	-0.320965284142147	0.0104263739652561	0.0922972992296933	-0.0284620504712684	-0.0769070168466188	1.154e-05	0	0	0	0	0
TRIO	ENSG00000038382	DH-domain; CRAL-TRIO_dom; SH3_domain; PH_domain; Spectrin_repeat; PH-like_dom_sf; Spectrin/alpha-actinin; Kalirin_TRIO_SH3_1; DBL_dom_sf; SH3-like_dom_sf; CRAL-TRIO_dom_sf; Kalirin_TRIO_PH_1; Prot_kinase_dom; Ig_sub2; Ig_sub; Ig-like_dom; Ser/Thr_kinase_AS; Kinase-like_dom_sf; Ig_I-set; Ig-like_fold; Ig-like_dom_sf; Kalirin_TRIO_SH3_2	0	0.287664182549698	0.304662516721577	-1.03345790526959	0.635579748	1.212626727	1	1	0	0	1	1
TRIOBP	ENSG00000100106	PH_domain; PH-like_dom_sf; M-RIP_PH	0	-2.36716040958274	-2.75941388720682	-2.66552827939298	-0.446193482	-0.359854686	2.0161e-28	0	0	0	0	0
TRIP10	ENSG00000125733	SH3_domain; HR1_rho-bd; AH/BAR_dom_sf; F_BAR; SH3-like_dom_sf; FCH_dom	0	-0.320965284142147	-2.36217519899201	-3.94821227700287	-0.391527791	-0.891634282	1.6667e-05	0	0	0	0	0
TRIP11	ENSG00000100815	GRIP_dom	0	-0.320965284142147	-0.969252090620197	-1.40627028228214	0.060169673	0.174168695	1.714e-12	0	0	0	0	1
TRIP12	ENSG00000153827	HECT_dom; WWE-dom; ARM-like; ARM-type_fold; WWE-dom_subgr; Hect_E3_ubiquitin_ligase; WWE_dom_sf; HECTD1/TRIP12-like	0	-0.384142882289672	-0.148023110592574	-1.24411084225405	0.035938637	-0.06638599	1	1	0	0	1	1
TRIP13	ENSG00000071539	ClpA/B; AAA+_ATPase; ATPase_AAA_core; ATPase_AAA_CS; P-loop_NTPase; Pch2-like	0	-0.320965284142147	0.201688140894198	-0.150438551495753	0.034072729	-1.620030745	0.99606	1	0	0	0	1
TRIP4	ENSG00000103671	ASCH_domain; Znf_C2HC5; PUA-like_sf; TRIP4-like	0	-0.412458119323673	-1.48590949885632	-1.33617825985937	0.567819792	0.463304069	5.9901e-07	0	0	0	0	0
TRIQK	ENSG00000205133	TRIQK	0	0.288931246773959	0.557193412118562	0.068540050481992	-0.42671246	0.302164853	0.0099534	0	0	0	0	0
TRIR	ENSG00000123144	TRIR	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
TRIT1	ENSG00000043514	Matrin/U1-like-C_Znf_C2H2; IPT; Znf_C2H2_jaz; P-loop_NTPase; IPP_transferase_euk; Znf_C2H2_sf; Dimethylallyltransferase	0	-0.320965284142147	-0.513756496014105	-1.0100828610859	0.106377768	-0.220585128	4.0895e-11	0	0	0	0	1
TRMO	ENSG00000136932	UPF0066_cons_site; TrmO-like_N; YaeB-like_sf; YaeB_N_sf; YaeB-like	0	-0.320965284142147	-0.26384866756404	-0.741596770995229	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
TRMT10B	ENSG00000165275	tRNA_m1G_MeTrfase_euk; tRNA_MeTrfase_TRMD/TRM10; MT_TRM10-typ; MT_TRM10-typ_sf	0	-0.602573338321656	0.136191247961938	-0.701568166917748	0.370505757	0.940418734	4.9293e-06	0	0	0	0	0
TRMT11	ENSG00000066651	RlmKL-like_FLD; DNA_methylase_N6_adenine_CS; tRNA_mtfrase_TRM11; SAM-dependent_MTases_sf	0	1.13560577766388	-0.489923784576292	-0.758772562820337	-0.251677771	-0.255403572	3.9134e-12	0	0	0	0	0
TRMT112	ENSG00000173113	Trm112-like; Trm112	0	0.371998866293205	0.300778057299866	-0.880224724061083	0.009338215	-0.568311709	0.13916	0	0	0	0	0
TRMT12	ENSG00000183665	SAM-dependent_MTases_sf; MeTrfase_TRM5/TYW2	0	-0.320965284142147	1.00497692216915	-0.948838559446672	0.611521543	-0.10819803	0.32607	0	0	0	0	0
TRMT13	ENSG00000122435	Znf_CCCH-type_TRM13; TRM13/UPF0224_CHHC_Znf_dom; Trm13; Methyltransferase_TRM13	0	-0.959020806116144	-1.0310385256478	-1.08733007315151	-0.262523139	-0.48224956	1.039e-07	0	0	0	0	0
TRMT2B	ENSG00000188917	U5_MeTrfase_fam; TRM2B_chor; SAM-dependent_MTases_sf; TRM2_met	0	-0.295702667320674	-0.976711918194899	-1.28087536602567	-0.268531401	-0.773912045	4.5938e-07	0	0	0	0	0
TRMT44	ENSG00000155275	tRNA_uracil_MeTrfase; SAM-dependent_MTases_sf; Znf_CCCH	1	0.63377360658308	0.487258951396482	-1.14585680503447	-0.155295113	0.716525017	2.0315e-22	0	0	0	0	0
TRMT5	ENSG00000126814	tRNA_Gua_MeTrfase_euk; SAM-dependent_MTases_sf; MeTrfase_TRM5/TYW2	0	-0.320965284142147	0.00481921941228425	-0.7306559767759	-0.061463204	-1.816581566	0.049774	0	0	0	0	0
TRMT61A	ENSG00000166166	tRNA_MeTrfase_Gcd14; SAM-dependent_MTases_sf	0	-0.320965284142147	0.462045898397758	-0.282130544492401	0.617844253	-0.004729405	0.024387	0	0	0	0	0
TRMT61B	ENSG00000171103	tRNA_MeTrfase_Gcd14; SAM-dependent_MTases_sf	0	0.357919078212952	0.735809918757993	-0.980183533160616	-0.355883754	-0.819496336	4.107e-08	0	0	0	0	0
TRMT9B	ENSG00000250305	SAM-dependent_MTases_sf; Methyltransf_11	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
TRMU	ENSG00000100416	tRNA-specific_2-thiouridylase; Rossmann-like_a/b/a_fold; MnmA-like_central_sf; MnmA-like_central; MnmA-like_C	0	-0.320965284142147	-0.235840661065422	-0.426109150086688	-0.133437138	-0.402045325	1.5307e-16	0	0	0	0	0
TRNP1	ENSG00000253368	TRNP1	0	1.3153657876751	2.97124199199965	0.364984001979118	0.60513819	-0.504128474	0.3788	0	0	0	0	0
TRNT1	ENSG00000072756	PolA_pol_head_dom; PolyA_RNA-bd; NT_sf	0	-0.320965284142147	0.57170855788744	-0.621047138995579	0.37879052	-0.038932144	0.00015886	0	0	0	0	1
TRO	ENSG00000067445	MHD_dom; MAGE_WH1; MAGE_WH2; MAGE	0	-0.320965284142147	3.80096237426819	0.792242689566121	-0.084144658	0.794017544	3.8486e-05	0	0	0	0	0
TROAP	ENSG00000135451	Tastin	0	-0.320965284142147	-1.37683324400894	-0.589759623533505	-0.509693276	-2.11347483	3.5061e-11	0	0	0	0	0
TRPA1	ENSG00000104321	Ankyrin_rpt; Ion_trans_dom; Ankyrin_rpt-contain_sf	0	2.20989602257637	0.230387046813307	-0.0747357740781584	-0.0284620504712684	-0.0769070168466188	7.2309e-35	0	0	0	0	0
TRPC1	ENSG00000144935	Ankyrin_rpt; TRPC_channel; TRPC1_channel; Ion_trans_dom; TRP_dom; Ankyrin_rpt-contain_sf	0	0.373580717572596	0.27714344518024	-0.199428569831254	-0.668638314	-0.699245771	0.012904	0	0	0	0	0
TRPC3	ENSG00000138741	Ankyrin_rpt; TRPC_channel; TRPC3_channel; Ion_trans_dom; TRP_dom; Ankyrin_rpt-contain_sf	0	2.04123782450285	-0.891686549922624	0.84929470345063	-0.443662981	-1.062276702	1.0806e-07	0	0	0	0	0
TRPC4	ENSG00000133107	Ankyrin_rpt; TRPC_channel; TRPC4_channel; Ion_trans_dom; TRP_dom; Ankyrin_rpt-contain_sf	0	3.27156331944484	0.225054267076601	-0.28070833987747	0.05682825	-0.188893782	0.48205	0	0	0	0	0
TRPC4AP	ENSG00000100991	ARM-type_fold; TRPC4AP	0	-1.2119899357545	0.186939817547791	-1.06334769717575	0.015644865	0.374743972	0.55209	0	0	1	0	0
TRPC5	ENSG00000072315	Ankyrin_rpt; TRPC_channel; TRPC5_channel; Ion_trans_dom; TRP_dom; Ankyrin_rpt-contain_sf	0	1.18716721677982	4.18223195737812	0.188680552904883	-0.0284620504712684	-0.0769070168466188	0.99973	1	0	0	0	0
TRPC5OS	ENSG00000204025		0	-0.320965284142147	0.56901247063377	0.122213235906787	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
TRPC6	ENSG00000137672	Ankyrin_rpt; TRPC_channel; TRPC6_channel; Ion_trans_dom; TRP_dom; Ankyrin_rpt-contain_sf	0	2.12289940506547	1.86166842363155	-0.87156394705985	-0.0284620504712684	-0.0769070168466188	3.0274e-07	0	0	0	1	0
TRPC7	ENSG00000069018	Ankyrin_rpt; TRPC_channel; TRPC7_channel; Ion_trans_dom; TRP_dom; Ankyrin_rpt-contain_sf	0	1.92878460960873	1.94607981904734	0.0534715828375077	-0.0284620504712684	-0.0769070168466188	0.00019479	0	0	0	0	0
TRPM1	ENSG00000134160	Ion_trans_dom; TRPM_tetra; TRPM_tetra_sf; TRPM_SLOG	0	-3.11877629609593	-0.974880138775376	0.0648921130428957	-0.0284620504712684	-0.0769070168466188	1.6009e-42	0	0	0	1	1
TRPM2	ENSG00000142185	NUDIX_hydrolase_dom; Ion_trans_dom; NUDIX_hydrolase-like_dom_sf; TRPM_SLOG	0	0.986154056430729	1.79814668296864	2.23448457512454	-0.0284620504712684	-0.0769070168466188	8.9633e-44	0	0	0	0	0
TRPM3	ENSG00000083067	Ion_trans_dom; TRPM_tetra; TRPM_tetra_sf; TRPM_SLOG	0	-0.320965284142147	-3.07780609388032	1.85302254204114	0.020020266	-0.538153042	5.6853e-07	0	0	0	0	1
TRPM4	ENSG00000130529	TRPM_SLOG; ; Ion_trans_dom	0	-0.618280151317503	0.157597737262298	-1.97543150467715	1.175463243	-0.139653076	5.6531e-33	0	0	0	0	0
TRPM5	ENSG00000070985	Ion_trans_dom; TRPM_SLOG	0	-0.320965284142147	0.0851261163900056	-0.0326464940719223	-0.0284620504712684	-0.0769070168466188	4.4415e-22	0	0	0	0	0
TRPM6	ENSG00000119121	MHCK_EF2_kinase; Ion_trans_dom; Kinase-like_dom_sf; TRPM6_a-kinase_dom; TRPM_tetra; TRPM_tetra_sf; TRPM_SLOG	0	-3.31737475084633	-1.94543606717854	0.221621333430177	-0.0284620504712684	-0.0769070168466188	2.719e-10	0	0	0	1	0
TRPM7	ENSG00000092439	MHCK_EF2_kinase; Kinase-like_dom_sf; Ion_trans_dom; TRPM7_a-kinase_dom; TRPM_tetra; TRPM_tetra_sf; TRPM_SLOG	0	-0.320965284142147	-1.16144462338779	-1.60848479069355	-0.084293193	0.043638727	5.2086e-16	0	0	0	0	0
TRPM8	ENSG00000144481	Ion_trans_dom; TRPM_SLOG	0	-0.572286106619074	0.292414844628332	0.0393803655950791	-1.244173209	-0.618803843	4.5964e-29	0	0	0	0	0
TRPS1	ENSG00000104447	Znf_GATA; Znf_C2H2_type; Znf_NHR/GATA; TRPS1; Znf_C2H2_sf	0	-1.68130169051891	-3.38792510746024	-1.10150914162219	-0.92711003	-0.705446149	1	1	0	0	0	1
TRPT1	ENSG00000149743	Ptrans_KptA/Tpt1; RNA_2'-PTrans_N; RNA_2'-PTrans_C	0	-1.64263481509701	-0.344414347096905	-0.753939605184383	0.041328431	-0.072799404	0.0022209	0	0	0	0	0
TRPV1	ENSG00000196689	Ankyrin_rpt; Ion_trans_dom; TrpV1-4; TRPV; Ankyrin_rpt-contain_sf	0	-1.41815598030604	-0.165613263912465	-0.40351324021826	-0.127729149	-0.021600152	1.0103e-16	0	0	0	0	0
TRPV2	ENSG00000187688	Ankyrin_rpt; Ion_trans_dom; TrpV1-4; TRPV; Ankyrin_rpt-contain_sf	0	-0.320965284142147	-0.269028202820542	-1.81201444898127	-0.0284620504712684	-0.0769070168466188	7.9184e-13	0	0	0	0	0
TRPV3	ENSG00000167723	Ankyrin_rpt; Ion_trans_dom; TrpV1-4; TRPV; Ankyrin_rpt-contain_sf	0	-2.38881725633568	-0.42417611097436	0.939307464303508	-0.0284620504712684	-0.0769070168466188	4.6013e-20	0	0	0	0	0
TRPV4	ENSG00000111199	Ankyrin_rpt; Ion_trans_dom; TrpV1-4; TrpV4; TRPV; Ankyrin_rpt-contain_sf	0	-0.907857836044038	-2.56583336706707	-1.09708563836801	-0.0284620504712684	-0.0769070168466188	2.237e-16	0	0	0	0	1
TRPV5	ENSG00000127412	Ankyrin_rpt; Ion_trans_dom; TRPV5/TRPV6; TRPV5; TRPV; Ankyrin_rpt-contain_sf	0	-0.320965284142147	0.0292139554697214	0.165155256808616	-0.0284620504712684	-0.0769070168466188	2.6365e-14	0	0	0	0	0
TRPV6	ENSG00000165125	Ankyrin_rpt; Ion_trans_dom; TRPV5/TRPV6; TrpV6; TRPV; Ankyrin_rpt-contain_sf	0	1.22322689702359	2.70426959821217	1.19630806392838	-0.0284620504712684	-0.0769070168466188	6.1719e-07	0	0	0	0	0
TRRAP	ENSG00000196367	PI3/4_kinase_cat_dom; PIK-rel_kinase_FAT; FATC_dom; Kinase-like_dom_sf; ARM-like; PIK_FAT; ARM-type_fold; Tra1_ring; Tra1_central; PI3/4_kinase_cat_sf	0	-0.320965284142147	0.153946835983677	-1.12575046302145	-0.178566257	-0.403390763	1	1	0	0	1	1
TRUB1	ENSG00000165832	PsdUridine_synth_N; tRNA_psdUridine_synth_TruB; PsdUridine_synth_cat_dom_sf	0	0.66909018247379	0.519061038494581	-0.123480426585665	0.014286559	0.074432209	2.3333e-06	0	0	0	0	0
TSACC	ENSG00000163467	SSTK-IP	0	-0.622918441830088	-0.991837986585983	-0.221108907809016	-0.513114882	-1.095905488	0.017937	0	0	0	0	0
TSBP1	ENSG00000204296	TSBP1	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
TSC1	ENSG00000165699	Hamartin; ARM-type_fold	0	-0.320965284142147	-0.0042968836701931	-0.527500144853305	-0.279612552	0.12682586	1	1	0	0	1	1
TSC2	ENSG00000103197	Rap/Ran_GAP_dom; Tuberin; ARM-like; ARM-type_fold; Tuberin-type_domain; Tuberin_N; Tuberin/Ral-act_asu; Rap/Ran-GAP_sf	0	-0.655375649830034	-0.0443057942897882	-1.08105161631458	-0.235354876	-0.028590377	1	1	0	0	1	1
TSC22D1	ENSG00000102804	TSC-22_Dip_Bun	0	1.35641157990961	-0.349392852666204	0.186587036833023	-0.11259061	0.401737499	0.9599	0	1	0	0	0
TSC22D2	ENSG00000196428	TSC-22_Dip_Bun	0	-0.749080012205092	-0.620452601408667	-0.659477570673208	-0.206786048	-0.315386134	0.96853	0	1	0	0	0
TSC22D3	ENSG00000157514	TSC-22_Dip_Bun	0	-0.670063212401686	-2.17282272845872	-2.72731619142269	0.311722606	1.106068499	0.4339	0	0	0	0	1
TSC22D4	ENSG00000166925	TSC-22_Dip_Bun; TSC22D4	0	-4.93748763494085	-6.09964378884168	1.490202548121	0.015010444	-0.056483385	0.96057	0	1	0	0	0
TSEN15	ENSG00000198860	tRNA_endonuc-like_dom_sf; tRNA-endonuc_su_Sen15; tRNA_intron_Endo_cat-like_sf	0	-0.602569796553857	0.685540662079634	-0.273429741186766	0.534902573	-0.807301697	0.27906	0	0	0	0	1
TSEN2	ENSG00000154743	tRNA_splic; tRNA_intron_Endonuc_cat-like; tRNA_intron_Endonuc_N; tRNA_endonuc-like_dom_sf; tRNA_splic_SEN2; tRNA_intron_Endo_cat-like_sf	0	-0.320965284142147	0.01966437949691	-0.523254211662017	-0.243012417	-0.753439172	1.0092e-11	0	0	0	0	1
TSEN34	ENSG00000170892	tRNA_splic; tRNA_intron_Endonuc_cat-like; tRNA_endonuc-like_dom_sf; tRNA_splic_SEN34; tRNA_intron_Endo_cat-like_sf	0	-0.822348071697524	0.151650975358534	-1.32430487690582	0.023131896	-0.548677837	0.3613	0	0	0	0	1
TSEN54	ENSG00000182173	tRNA_splic_suSen54_N; tRNA_splic_suSen54	0	-0.320965284142147	-0.459846491247109	-1.14174055574114	-0.201707825	-1.358394571	1.7512e-07	0	0	0	0	1
TSFM	ENSG00000123297	Transl_elong_EFTs/EF1B; UBA-like_sf; Transl_elong_EFTs/EF1B_dimer; Transl_elong_Ts_CS; EF-Ts_dimer_sf	0	-0.320965284142147	0.80183048346857	-0.236881314545646	-0.124620164	-0.228169992	1.9197e-09	0	0	0	0	1
TSG101	ENSG00000074319	UEV_N; UBQ-conjugating_enzyme/RWD; SB_dom; ESCRT_assembly_dom	0	-0.320965284142147	0.565780144326411	-0.878087672798026	0.236935077	0.036887157	0.34407	0	0	0	0	0
TSGA10	ENSG00000135951		0	0.317151557566838	-0.0336210701297812	0.128884001950338	-0.091901612	-0.68069479	0.10999	0	0	0	0	0
TSGA10IP	ENSG00000175513		0	-0.344996553296494	-1.64108562369134	0.0796790262563791	-0.357951258	-0.414721214	NA	0	0	0	0	0
TSGA13	ENSG00000213265	TSGA13	0	-0.320965284142147	0.511247436247212	0	-0.0284620504712684	-0.0769070168466188	7.3935e-10	0	0	0	0	0
TSHB	ENSG00000134200	Gonadotropin_bsu; Glyco_hormone_CN; Gonadotropin_bsu_CS; Cystine-knot_cytokine	0	-0.320965284142147	-0.975408151741609	-0.132057049820833	-0.0284620504712684	-0.0769070168466188	0.0083588	0	0	0	0	1
TSHR	ENSG00000165409	GPCR_Rhodpsn; Gphrmn_rcpt_fam; TSH_rcpt; GPCR_Rhodpsn_7TM; LRR_5; LRR_dom_sf	0	-1.00533373214221	0.806360749070834	-0.0600403137269232	-0.0284620504712684	-0.0769070168466188	3.0447e-15	0	0	0	0	1
TSHZ1	ENSG00000179981	Homeobox_dom; Znf_C2H2_type; Teashirt_fam	0	-0.320965284142147	-0.446518980174822	-0.426062711864776	-1.07240304	-0.189865615	0.9973	1	0	0	0	0
TSHZ2	ENSG00000182463	Homeobox_dom; Znf_C2H2_type; Teashirt_fam	0	2.66023194557461	0.26492727609499	-1.33114017620825	-0.406606304	2.242009968	0.9814	0	1	0	0	0
TSHZ3	ENSG00000121297	Homeobox_dom; Znf_C2H2_type; Teashirt_fam	0	1.97963770746608	1.92495433874328	-2.04655758976026	-0.53816017	0.013357146	0.99053	1	0	0	1	0
TSKS	ENSG00000126467	TSKS	0	-0.320965284142147	-0.599460414430854	-0.626588996087758	-0.0284620504712684	-0.0769070168466188	0.99652	1	0	0	0	0
TSKU	ENSG00000182704	Leu-rich_rpt; Leu-rich_rpt_typical-subtyp; LRR_dom_sf	0	-0.320965284142147	-1.58528004989887	-3.86976637688904	0.134821884	-1.032322213	0.85418	0	0	1	0	0
TSLP	ENSG00000145777	TSLP; TSLP_sf	0	-0.320965284142147	-2.523238488891	-0.858763307352054	-0.0284620504712684	-0.0769070168466188	0.0040357	0	0	0	0	0
TSN	ENSG00000211460	Translin_fam; Translin_N; Translin_sf; Translin_C; Translin	0	-0.320965284142147	0.558221846211609	-0.19126193981842	0.033287882	-0.326184764	0.78659	0	0	1	0	0
TSNARE1	ENSG00000171045	T_SNARE_dom; Syntaxin_N; SNARE; Myb_DNA-bind_5; Syntaxin	0	-0.320965284142147	-0.26384866756404	-0.725485971224083	-0.0284620504712684	-0.0769070168466188	9.6275e-07	0	0	0	0	0
TSNAX	ENSG00000116918	Translin_fam; Translin_N; Translin_sf; Translin_C	0	-0.302062536310197	1.78975742876019	-0.538588382917199	0.04213212	-0.260641257	0.48922	0	0	0	0	0
TSNAXIP1	ENSG00000102904	TSNAXIP1_N	0	0.776855344011733	0.231909962873473	1.06431146511653	-0.800211428	-0.711040902	5.2807e-29	0	0	0	0	0
TSPAN1	ENSG00000117472	Tetraspanin_animals; Tetraspanin_EC2_sf; Tetraspanin/Peripherin; Tetraspanin_CS	0	-0.320965284142147	0.418767940137871	-1.54939310614466	-0.0284620504712684	-0.0769070168466188	7.3518e-06	0	0	0	0	0
TSPAN10	ENSG00000182612	Tetraspanin_EC2_sf; Tetraspanin/Peripherin; Tetraspanin_CS	0	-0.320965284142147	0.0330715551050346	-0.244371926527593	-0.307611958	-0.22822432	9.7125e-06	0	0	0	0	0
TSPAN11	ENSG00000110900	Tetraspanin_animals; Tetraspanin_EC2_sf; Tetraspanin/Peripherin	0	-0.75156981983999	0.993905739977635	0.201326646023304	-0.094006622	-1.396723363	6.945e-07	0	0	0	0	0
TSPAN12	ENSG00000106025	Tetraspanin_animals; Tetraspanin_EC2_sf; Tetraspanin/Peripherin; Tetraspanin_CS	0	-0.320965284142147	-2.82015848545721	-1.39951040671585	-0.04027482	-0.969459099	0.69473	0	0	1	0	0
TSPAN13	ENSG00000106537	Tetraspanin_animals; Tetraspanin/Peripherin	0	3.38585915575899	0.618209701729844	0.832720584188785	-0.05904278	1.099528087	0.00011554	0	0	0	0	0
TSPAN14	ENSG00000108219	Tetraspanin_animals; Tetraspanin_EC2_sf; Tetraspanin/Peripherin; Tetraspanin_CS	0	-1.02474955524147	-1.8121141104268	-1.29329675299218	-0.30665686	0.247461162	0.97908	0	1	0	0	0
TSPAN15	ENSG00000099282	Tetraspanin_animals; Tetraspanin_EC2_sf; Tetraspanin/Peripherin	0	-4.70971377861004	-5.22430965572595	-0.466386312867101	-0.584247047	-1.708475113	0.0079572	0	0	0	0	0
TSPAN16	ENSG00000130167	Tetraspanin/Peripherin; Tetraspanin_animals; Tetraspanin_EC2_sf	0	-0.320965284142147	-0.26384866756404	0.0593067160723518	-0.0284620504712684	-0.0769070168466188	4.0908e-06	0	0	0	0	0
