Ensembl ID	Human gene	Mouse gene	Gene description	Protein domains	Contains canonical RBDs	Neuron enrichment (human)	Neuron enrichment (mouse)	Brain enrichment	Neuron developmental enrichment (early)	Neuron developmental enrichment (late)	Protein expression (caudate/cerebral cortex/hippocampus)	pLI	Extreme pLI	High pLI	Medium pLI	Autism susceptibility	Intellectual disability susceptibility
ENSG00000078687	TNRC6C	Tnrc6c	trinucleotide repeat containing 6C	UBA-like_sf; Nucleotide-bd_a/b_plait_sf; UBA; Argonaute_hook_dom; GW182_M_dom; TNRC6_PABC-bd; TNRC6C; TNRC6C_RRM; RBD_domain_sf; TNR6C_UBA	0	-0.197232483	0.135888437	0.01646024	-0.55976155	0.513071647	Not detected, Not detected, Not detected	1	1	0	0	1	0
ENSG00000163902	RPN1	Rpn1	ribophorin I	Ribophorin_I	0	-0.61115818	0.081645298	-1.203542987	0.499189365	-0.211928198	Medium, Medium, Medium	0.239	0	0	0	0	0
ENSG00000182134	TDRKH	Tdrkh	tudor and KH domain containing	Tudor; KH_dom; KH_dom_type_1; SNase_OB-fold_sf; KH_dom_type_1_sf	1	-0.219374705105205	0.289584816	0.919177803	0.178804756	-0.875140558	Not detected, Not detected, Not detected	0.032356	0	0	0	0	0
ENSG00000104967	NOVA2	Nova2	neuro-oncological ventral antigen 2	KH_dom; KH_dom_type_1; Nova-2; KH_dom_type_1_sf	1	1.015901784	0.6436046	1.916970333	-0.073694142	0.945076637	Medium, Medium, Medium	0.98259	0	1	0	1	1
ENSG00000162385	MAGOH	Magoh	mago-nashi homolog, proliferation- associated (Drosophila)	Mago_nashi; Mago_nashi_sf	0	-0.219374705105205	0.008839571	-1.070254131	-0.395643081	-1.286510981	High, High, Medium	0.7974	0	0	1	0	0
ENSG00000155660	PDIA4	Pdia4	protein disulfide isomerase family A, member 4	Disulphide_isomerase; Prot_disulphide_isomerase; Thioredoxin_domain; Protein_diS-isomerase_A4; Thioredoxin_CS; Thioredoxin-like_sf; PDIA4_PDI_b	0	-0.914651101	-0.435812222	-2.198102164	0.343134078	-0.599071253	Medium, High, High	0.077979	0	0	0	0	0
ENSG00000060688	SNRNP40	Snrnp40	small nuclear ribonucleoprotein 40kDa (U5)	WD40_repeat; WD40/YVTN_repeat-like_dom_sf; WD40_repeat_dom; WD40_repeat_CS; G-protein_beta_WD-40_rep; WD40_repeat_dom_sf	0	-0.377595529	0.032255725	-1.122138718	0.121094269	-0.522889407	Medium, High, Medium	0.85265	0	0	1	0	0
ENSG00000071082	RPL31	Rpl31	ribosomal protein L31	Ribosomal_L31e; Ribosomal_L31e_CS; Ribosomal_L31e_dom_sf;	0	0.811406442	0.112018614	-1.007181828	0.164063207	0.090119878	High, High, High	0.84958	0	0	1	0	0
ENSG00000062582	MRPS24	Mrps24	mitochondrial ribosomal protein S24	MRPS24	0	0.480331999	-0.096692779	-0.670760542	0.0549386088409786	-0.198750741739042	Low, Medium, Medium	0.0039242	0	0	0	0	0
ENSG00000130119	GNL3L	Gnl3l	guanine nucleotide binding protein-like 3 (nucleolar)-like	GTP_binding_domain; GTP-bd_ortho_bundle_sf; P-loop_NTPase; G_CP_dom	0	-0.729713629	1.800953834	-1.499018042	0.231154937	-0.007015431	Low, Low, Medium	0.99558	1	0	0	0	0
ENSG00000184083	FAM120C	Fam120c	family with sequence similarity 120C	Coact_PPARg; Coact_PPARg-like_2; PIN-like_dom_sf	0	-0.958647675	-0.147216871	0.387640694	-0.414644688	-1.58253963	Medium, Medium, Low	0.99998	1	0	0	0	1
ENSG00000182768	NGRN	Ngrn	neugrin, neurite outgrowth associated	NGRN/Rrg9	0	1.70454717	0.521051706	1.094052292	0.030744657	0.379085281	Medium, Medium, Low	0.00077946	0	0	0	0	0
ENSG00000004478	FKBP4	Fkbp4	FK506 binding protein 4, 59kDa	PPIase_FKBP_dom; TPR_1; TPR-like_helical_dom_sf; TPR-contain_dom; TPR_2; TPR_repeat; FKBP4;	0	-0.39612651	0.499904148	-0.327749989	0.510659949	-0.314822819	Medium, High, Medium	0.15539	0	0	0	0	0
ENSG00000168002	POLR2G	Polr2g	polymerase (RNA) II (DNA directed) polypeptide G	S1_domain; Rpb7-like_N; NA-bd_OB-fold; S1_dom; RNA_pol_Rpb7-like_N_sf	1	-1.460893082	0.574223012	-0.500822838	0.155019401	-0.456000968	Not detected, Medium, Low	1.26e-06	0	0	0	0	0
ENSG00000143569	UBAP2L	NA	ubiquitin associated protein 2-like	UBA-like_sf; UBA; UBAP2/Lig;	0	-0.418472502	-0.00190286165509761	-1.138163121	0.053051807	-0.054143516	Medium, Medium, Low	1	1	0	0	0	1
ENSG00000196419	XRCC6	Xrcc6	X-ray repair complementing defective repair in Chinese hamster cells 6	SAP_dom; Ku_C; Ku_N; Ku70/Ku80_beta-barrel_dom; Ku70; SPOC-like_C_dom_sf; Ku70_bridge/pillars_dom_sf; SAP_dom_sf; vWFA_dom_sf	0	0.179182598	-0.403666135	-1.319727284	0.1326646	-0.58228472	Medium, Medium, Medium	0.99904	1	0	0	1	0
ENSG00000184672	RALYL	Ralyl	RALY RNA binding protein-like	RRM_dom; Nucleotide-bd_a/b_plait_sf; RBD_domain_sf; hnRNP_C; RALYL_RRM	1	4.771049048	3.760828656	4.031470841	0.480181545	2.025302001	High, High, High	0.45873	0	0	0	0	0
ENSG00000172171	TEFM	Tefm	transcription elongation factor, mitochondrial	RuvA_2-like; RNaseH-like_sf; TEFM;	0	-0.392302412	-0.214231739	-0.923550599	-0.14126589	-0.297314478	Not detected, Not detected, Not detected	0.51424	0	0	1	0	0
ENSG00000117877	CD3EAP	NA	CD3e molecule, epsilon associated protein	DNA-dir_RNA_pol1_su_RPA34;	0	-0.219374705105205	-0.00190286165509761	0.123995899	-0.132917167	-1.09867175	Medium, Low, Low	0.031626	0	0	0	0	0
ENSG00000058673	ZC3H11A	Zc3h11a	zinc finger CCCH-type containing 11A	Znf_CCCH; Znf_CCCH_sf; Znf-CCCH_3	1	-0.722892725	-0.490479778	-1.004813121	-0.540995251	0.180950782	Low, Medium, Not detected	0.99996	1	0	0	1	0
ENSG00000171824	EXOSC10	Exosc10	exosome component 10	HRDC_dom; 3'-5'_exonuclease_dom; HRDC-like_sf; RNaseH-like_sf; Exosome-assoc_fac_Rrp6_N	0	-0.219374705105205	-0.345896775	-1.073445402	-0.155611701	-0.419666818	Not detected, Medium, Low	1.97e-14	0	0	0	0	0
ENSG00000023734	STRAP	Strap	serine/threonine kinase receptor associated protein	WD40_repeat; WD40/YVTN_repeat-like_dom_sf; WD40_repeat_dom; WD40_repeat_CS; WD40_repeat_dom_sf; G-protein_beta_WD-40_rep; Quinoprotein_ADH-like_supfam	0	0.894825602	0.564572333	-0.325042937	0.269871687	0.010210146	Low, Medium, Medium	0.90143	0	1	0	0	0
ENSG00000089195	TRMT6	Trmt6	tRNA methyltransferase 6 homolog (S. cerevisiae)	TRM6	0	0.469005322	0.241464376	-0.687663632	-0.202941068	-1.084781122	Medium, Medium, Medium	2.4e-05	0	0	0	0	0
ENSG00000164985	PSIP1	Psip1	PC4 and SFRS1 interacting protein 1	PWWP_dom; LEDGF_IBD; TFIIS/LEDGF_dom_sf; HDGF-rel_PWWP; HIVI-bd_sf	0	0.539381068	1.007040098	0.519869971	-0.463614406	-0.34849841	High, High, High	0.99668	1	0	0	0	0
ENSG00000178105	DDX10	Ddx10	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10	RNA-helicase_DEAD-box_CS; Helicase_C; DEAD/DEAH_box_helicase_dom; Helicase_ATP-bd; RNA_helicase_DEAD_Q_motif; DUF4217; P-loop_NTPase	1	0.832018152	0.19872759	-0.732874443	-0.180086839	-0.274303492	Medium, High, Medium	9.46e-17	0	0	0	0	0
ENSG00000125743	SNRPD2	Snrpd2	small nuclear ribonucleoprotein D2 polypeptide 16.5kDa	LSM_dom_euk/arc; LSM_dom_sf; Sm_D2	0	0.114278453	0.542493411	-0.720197223	0.183840606	-0.389269596	High, High, High	0.80129	0	0	1	0	0
ENSG00000143947	RPS27A	Rps27a	ribosomal protein S27a	Ubiquitin-like_dom; Ribosomal_S27a; Ribosomal_zn-bd; Ubiquitin_CS; Ubiquitin_dom; Ubiquitin-like_domsf; S27a-like_sf	0	0.556945301	0.1012302	-1.366251856	0.150202059	-0.299251544	Medium, Medium, Medium	0.91944	0	1	0	0	0
ENSG00000056097	ZFR	Zfr	zinc finger RNA binding protein	Matrin/U1-like-C_Znf_C2H2; DZF_dom; Znf_C2H2_type; Znf_C2H2_sf; NT_sf	0	-0.400534822	0.58780991	0.062785938	-0.246390836	0.253743735	High, High, High	1	1	0	0	0	0
ENSG00000135486	HNRNPA1	NA	heterogeneous nuclear ribonucleoprotein A1	RRM_dom; Nucleotide-bd_a/b_plait_sf; HnRNPA1; hnRNPA1_RRM2; hnRNPA1_RRM1; RBD_domain_sf;	1	-0.440226634	-0.00190286165509761	-1.22656213	-0.056954186	-0.130513039	High, High, High	0.99911	1	0	0	0	0
ENSG00000148773	MKI67	Mki67	antigen identified by monoclonal antibody Ki-67	FHA_dom; SMAD_FHA_dom_sf; KI67R; PP1-bd	0	-0.219374705105205	-0.096204796	-0.40727849	-0.414511764	-1.575065132	Not detected, Not detected, Not detected	1.26e-28	0	0	0	0	0
ENSG00000089048	ESF1	Esf1	ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)	NUC153; Esf1	0	-0.219374705105205	-0.042504337	-0.303416502	0.079529432	-0.128574851	High, High, High	0.017818	0	0	0	0	0
ENSG00000163239	TDRD10	NA	tudor domain containing 10	RRM_dom; Tudor; Nucleotide-bd_a/b_plait_sf; RBD_domain_sf	1	-2.66219365	-0.00190286165509761	-1.4973499	0.0549386088409786	-0.198750741739042	NA	1.15e-05	0	0	0	0	0
ENSG00000085719	CPNE3	Cpne3	copine III	C2_dom; VWF_A; Copine; C2_domain_sf; vWFA_dom_sf; C2B_Copine;	0	0.105562538	-1.254344343	-1.294431742	-0.004599533	-0.211441472	Medium, Medium, Low	1.78e-25	0	0	0	0	0
ENSG00000165675	ENOX2	Enox2	ecto-NOX disulfide-thiol exchanger 2	RRM_dom; Nucleotide-bd_a/b_plait_sf; ENOX_RRM; RBD_domain_sf; ENOX	1	-2.107174421	-1.489535275	-0.614148995	-0.616599043	-0.474313776	Not detected, Low, Low	1.53e-06	0	0	0	0	1
ENSG00000128951	DUT	Dut	deoxyuridine triphosphatase	dUTPase_1; dUTPase-like; dUTPase_trimeric; dUTPase-like_sf;	0	-0.282913384	0.936700835	-0.620610151	-0.677790369	-1.199525928	Low, Low, Low	0.0012744	0	0	0	0	0
ENSG00000006744	ELAC2	Elac2	elaC homolog 2 (E. coli)	Metallo-B-lactamas; tRNase_Z_dom; RibonucZ/Hydroxyglut_hydro;	0	0.134255904	0.188176649	-1.063237419	-0.103295886	-0.389634014	Medium, High, High	1.72e-20	0	0	0	0	1
ENSG00000047849	MAP4	Map4	microtubule-associated  protein 4	MAP_tubulin-bd_rpt; MAP2/MAP4/Tau	0	-1.072279482	0.108194673	0.218236844	0.47688207	0.700462656	Not detected, Not detected, Not detected	0.84782	0	0	1	0	0
ENSG00000090861	AARS	NA	alanyl-tRNA synthetase	Ala-tRNA-lgiase_IIc; DHHA1_dom; Transl_B-barrel_sf; tRNA_SAD; Ala-tRNA-ligase_IIc_anticod-bd; Thr/Ala-tRNA-synth_IIc_edit; Ala-tRNA-synth_IIc_N; Ala-tRNA-synth_IIc_core; Ala_tRNA_ligase_euk/bac;	0	0.115917895	-0.00190286165509761	0.060306269	0.083097919	0.587695314	Medium, Medium, Medium	1.82e-08	0	0	0	0	1
ENSG00000196943	NOP9	Nop9	NOP9 nucleolar protein homolog (yeast)	Pumilio_RNA-bd_rpt; ARM-like; ARM-type_fold; NOP9;	1	-0.198606675	-0.662529121	-0.918410621	0.603589755	-0.498970997	NA	1.7e-11	0	0	0	0	0
ENSG00000165209	STRBP	Strbp	spermatid perinuclear RNA binding protein	DZF_dom; dsRBD_dom; STRBP; NT_sf	1	1.856793667	1.100090573	0.190273836	-0.268291532	0.481660241	Medium, Medium, Medium	0.99958	1	0	0	0	0
ENSG00000148296	SURF6	Surf6	surfeit 6	SURF6; Rrp14/SURF6_C	0	-0.219374705105205	0.065347203	-0.375341781	0.241306347	-0.076163908	Medium, Medium, Medium	6.45e-07	0	0	0	0	0
ENSG00000113387	SUB1	Sub1	SUB1 homolog (S. cerevisiae)	PC4; ssDNA-bd_transcriptional_reg	0	0.899440457	1.025125218	0.116897206	0.285278437	0.051025866	Medium, Medium, Medium	0.89245	0	0	1	0	0
ENSG00000188120	DAZ1	NA	deleted in azoospermia 1	RRM_dom; Nucleotide-bd_a/b_plait_sf; DAZ1-4; RBD_domain_sf; BOULE/DAZ; DAZ_RRM_vert; DAZ_repeat	1	-0.219374705105205	-0.00190286165509761	0	0.0549386088409786	-0.198750741739042	Not detected, Not detected, Not detected	0.480746042349629	0	0	0	0	0
ENSG00000137073	UBAP2	Ubap2	ubiquitin associated protein 2	UBA-like_sf; UBA; UBAP2/Lig	0	-0.573109209	-0.130630114	-1.15741096	0.2929917	-0.115397566	Low, Low, Low	3.43e-07	0	0	0	0	0
ENSG00000015479	MATR3	Matr3	matrin 3	Nucleotide-bd_a/b_plait_sf; RBD_domain_sf; ; Matrin/U1-like-C_Znf_C2H2; RRM_dom; Matrin/U1-C_Znf_C2H2; MATR3_RRM1; MATR3_RRM2	1	0.674770749	1.020402054	0.779071337	-0.236282933	0.217089747	High, High, High	1	1	0	0	0	0
ENSG00000196924	FLNA	Flna	filamin A, alpha	Filamin/ABP280_rpt; Actinin_actin-bd_CS; CH-domain; Ig-like_fold; Ig_E-set; Filamin/ABP280_repeat-like; CH_dom_sf	0	-0.219374705105205	-2.482621245	-3.71109624	0.147491135	-0.982016034	Not detected, Not detected, Not detected	1	1	0	0	0	1
ENSG00000172667	ZMAT3	Zmat3	zinc finger, matrin-type 3	Matrin/U1-like-C_Znf_C2H2; Znf_C2H2_type; Znf_C2H2_jaz; Znf_C2H2_sf	0	-0.350309637	0.894690321	0.53773412	0.416939843	0.089442336	Medium, High, Medium	0.00019034	0	0	0	0	0
ENSG00000100442	FKBP3	Fkbp3	FK506 binding protein 3, 25kDa	PPIase_FKBP_dom; FKBP3_BTHB; FKBP3	0	0.718950478	1.537285254	0.510260901	0.011142865	-0.285311159	High, High, High	0.00066025	0	0	0	0	0
ENSG00000157349	DDX19B	Ddx19b	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19B	DEAD/DEAH_box_helicase_dom; Helicase_ATP-bd; RNA_helicase_DEAD_Q_motif; P-loop_NTPase; Helicase_C;	1	-0.532469456	0.375926321	-1.465882045	-0.302593644	0.05000046	Low, Medium, Not detected	1.56e-07	0	0	0	0	0
ENSG00000001497	LAS1L	Las1l	LAS1-like (S. cerevisiae)	Las1	0	0.455972365	0.491391293	-0.056579749	0.165550527	-0.87545499	Medium, High, Medium	0.99955	1	0	0	1	1
ENSG00000184209	SNRNP35	Snrnp35	small nuclear ribonucleoprotein 35kDa (U11/U12)	RRM_dom; Nucleotide-bd_a/b_plait_sf; snRNP35_RRM; RBD_domain_sf	1	-0.770041912	0.684119629	-0.507190071	-0.19509467	-0.432296231	Medium, High, Medium	7.11e-09	0	0	0	0	0
ENSG00000114867	EIF4G1	Eif4g1	eukaryotic translation initiation factor 4 gamma, 1	W2_domain; MIF4G-like_typ-3; Initiation_fac_eIF4g_MI; MIF4-like_sf; ARM-type_fold; EIF4G1;	0	-0.167632444	-0.140220963	-1.477203071	0.062127291	-0.62685722	Low, High, Low	1	1	0	0	1	1
ENSG00000009307	CSDE1	Csde1	cold shock domain containing E1, RNA- binding	CSP_DNA-bd; CSD; NA-bd_OB-fold; CSD_1; SUZ-C;	1	0.208968348	0.038646349	-1.195768892	0.225531173	0.423943977	Low, Medium, Low	1	1	0	0	1	1
ENSG00000240682	ISY1	NA	ISY1 splicing factor homolog (S. cerevisiae)	Isy1; Helix_hairpin_bin_sf; Isy1_sf	0	0.275349789	-0.00190286165509761	-1.108404373	0.028142196	-0.193428618	High, High, High	0.9999	1	0	0	0	0
ENSG00000169251	NMD3	Nmd3	NMD3 homolog (S. cerevisiae)	Nmd3_N; Nmd3	0	-0.350655439	0.482973839	-1.030759294	0.290328495	-0.03516539	NA	4.1e-08	0	0	0	0	0
ENSG00000118197	DDX59	Ddx59	DEAD (Asp-Glu-Ala-Asp) box polypeptide 59	Helicase_C; Znf_HIT; DEAD/DEAH_box_helicase_dom; Helicase_ATP-bd; RNA_helicase_DEAD_Q_motif; P-loop_NTPase	1	-1.480492043	0.244214917	-1.276533154	0.32961237	0.561562576	Low, Medium, Low	5.85e-07	0	0	0	0	1
ENSG00000179172	HNRNPCL1	NA	heterogeneous nuclear ribonucleoprotein C-like 1	RRM_dom; Nucleotide-bd_a/b_plait_sf; hnRNP_C; RBD_domain_sf	1	-0.219374705105205	-0.00190286165509761	-0.037379092	0.0549386088409786	-0.198750741739042	NA	0.37278	0	0	0	0	0
ENSG00000139546	TARBP2	Tarbp2	TAR (HIV-1) RNA binding protein 2	dsRBD_dom; TRBP2	1	-1.052630738	-0.221452017	-1.084698476	0.018285217	-0.390303644	High, High, High	0.46644	0	0	0	0	0
ENSG00000184357	HIST1H1B	NA	histone cluster 1, H1b	Histone_H1/H5_H15; H1/H5; WH-like_DNA-bd_sf; WH_DNA-bd_sf	0	-0.219374705105205	-0.00190286165509761	0	0.0549386088409786	-0.198750741739042	Not detected, Not detected, Not detected	0.57467	0	0	1	0	0
ENSG00000064703	DDX20	Ddx20	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20	RNA-helicase_DEAD-box_CS; Helicase_C; DEAD/DEAH_box_helicase_dom; Helicase_ATP-bd; RNA_helicase_DEAD_Q_motif; P-loop_NTPase	1	0.464540267	-0.290207114	-1.347439337	-0.346424533	-0.338749248	Not detected, Not detected, Not detected	7.76e-14	0	0	0	0	0
ENSG00000155363	MOV10	Mov10	Mov10, Moloney leukemia virus 10, homolog (mouse)	MOV-10; P-loop_NTPase; DNA2/NAM7-like_AAA	0	-2.257428809	-0.437071746	-1.929043185	0.191248726	-1.618930119	NA	0.80908	0	0	1	0	0
ENSG00000241945	PWP2	NA	PWP2 periodic tryptophan protein homolog (yeast)	PWP2; WD40_repeat; SSU_processome_Utp12; Quinoprotein_ADH-like_supfam; WD40/YVTN_repeat-like_dom_sf; WD40_repeat_dom; WD40_repeat_CS; G-protein_beta_WD-40_rep	0	-0.219374705105205	-0.00190286165509761	-0.311153976	-0.337540673	-0.094167144	NA	0.00069944	0	0	0	0	0
ENSG00000159352	PSMD4	Psmd4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	VWF_A; UIM_dom; vWFA_dom_sf	0	0.475530721	0.500088931	-0.146426327	-0.017985336	-0.058832888	High, High, High	0.99726	1	0	0	0	0
ENSG00000134684	YARS	NA	tyrosyl-tRNA synthetase	aa-tRNA-synth_Ic; Tyr-tRNA-ligase; tRNA-bd_dom; NA-bd_OB-fold; Rossmann-like_a/b/a_fold;	0	0.426559859	-0.00190286165509761	0.033299405	0.612545536	-0.007697535	High, High, Medium	0.0010047	0	0	0	0	1
ENSG00000173627	APOBEC4	Apobec4	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 4 (putative)	CMP_dCMP_dom; APOBEC_N; APOBEC4	0	0.914166843	0.051060472	0	0.0549386088409786	-0.198750741739042	NA	8.17e-05	0	0	0	0	0
ENSG00000150316	CWC15	Cwc15	CWC15 spliceosome-associated  protein homolog (S. cerevisiae)	Cwf_Cwc_15	0	-0.219374705105205	-0.115644594	-0.224610843	0.097154696	0.163815596	Medium, Medium, Low	0.97769	0	1	0	0	0
ENSG00000183011	LSMD1	NA	LSM domain containing 1	LSM_dom_euk/arc; LSM_dom_sf; LSMD1	0	-0.219374705105205	-0.00190286165509761	-0.798554224744701	-0.170762	-0.465779487	NA	9.71e-07	0	0	0	0	0
ENSG00000197265	GTF2E2	Gtf2e2	general transcription factor IIE, polypeptide 2, beta 34kDa	TFIIE_bsu_DNA-bd; TFIIE-bsu; WH-like_DNA-bd_sf; WH_DNA-bd_sf; TFA2_Winged_2;	0	-0.219374705105205	0.249829837	-1.311696754	0.091371898	-0.125586873	Medium, High, High	0.039299	0	0	0	0	1
ENSG00000214753	HNRNPUL2	Hnrnpul2	heterogeneous nuclear ribonucleoprotein U-like 2	B30.2/SPRY; SAP_dom; SPRY_dom; ConA-like_dom_sf; P-loop_NTPase; SPRY_hnRNP_U; SAP_dom_sf; B30.2/SPRY_sf	0	0.36290499	0.943978984	-0.431457113	-0.177540879	0.327669834	Medium, Medium, Medium	0.99979	1	0	0	1	0
ENSG00000065243	PKN2	Pkn2	protein kinase N2	C2_dom; HR1_rho-bd; HR1_rpt_sf; PKN_HR1_1; C2_PKN; Prot_kinase_dom; AGC-kinase_C; Ser/Thr_kinase_AS; Kinase-like_dom_sf; Protein_kinase_ATP_BS; Pkinase_C	0	-0.775502968	-0.777012301	-1.606671543	-0.075930015	-0.020502021	Low, Medium, Low	1	1	0	0	0	0
ENSG00000059573	ALDH18A1	Aldh18a1	aldehyde dehydrogenase 18 family, member A1	GPR_dom; Asp/Glu/Uridylate_kinase; Glu/AcGlu_kinase; Glu_5kinase/COase_Synthase; P5_carboxy_syn; Aldehyde_DH_dom; Ald_DH/histidinol_DH; Ald_DH_N; Ald_DH_C; Glutamate_5-kinase_CS; G-glutamylP_reductase_CS; AceGlu_kinase-like_sf; G5K_ProBA	0	0.377656139	0.828036799	-1.136213324	0.007512315	-0.198247087	Low, Low, Low	0.00081212	0	0	0	0	1
ENSG00000125870	SNRPB2	Snrpb2	small nuclear ribonucleoprotein polypeptide B	RRM_dom; Nucleotide-bd_a/b_plait_sf; U2B''_RRM2; U2B''_RRM1; RBD_domain_sf	1	-0.170075858	0.081055266	-0.763323172	0.329764677	0.159183912	High, High, High	0.050625	0	0	0	0	0
ENSG00000167088	SNRPD1	Snrpd1	small nuclear ribonucleoprotein D1 polypeptide 16kDa	LSM_dom_euk/arc; LSM_dom_sf; LSm4/Sm_D1/D3; Sm_D1	0	0.189058695	0.689849561	-0.206257755	0.276399433	-0.366364857	High, Medium, Medium	0.79903	0	0	1	0	0
ENSG00000177885	GRB2	Grb2	growth factor receptor-bound protein 2	Grb2; Grb2-like; SH3_domain; GRB2_C_SH3; SH3-like_dom_sf; SH2_dom_sf; SH2; GRB2_N_SH3;	0	-0.618614947	0.278912892	-0.095947911	0.238499875	0.750850966	Medium, Medium, Medium	0.93934	0	1	0	0	0
ENSG00000071794	HLTF	Hltf	helicase-like transcription factor	SNF2_N; Helicase_C; Znf_RING; Znf_RING/FYVE/PHD; Helicase_ATP-bd; HIRAN; Znf_RING_CS; P-loop_NTPase; SNF2-like_sf	0	0.290985408	-0.307628532	0.082716624	-0.312695202	-0.618172371	Not detected, Not detected, Not detected	1.87e-28	0	0	0	0	0
ENSG00000165732	DDX21	Ddx21	DEAD (Asp-Glu-Ala-Asp) box helicase 21	Helicase_C; DEAD/DEAH_box_helicase_dom; GUCT; Helicase_ATP-bd; RNA_helicase_DEAD_Q_motif; P-loop_NTPase; RBD_domain_sf	1	-0.219374705105205	-0.437651499	-2.004258642	0.407969314	-0.518966015	Medium, Low, Low	0.99997	1	0	0	0	0
ENSG00000113460	BRIX1	Brix1	BRX1, biogenesis of ribosomes, homolog (S. cerevisiae)	Brix; BRX1	0	0.301832925	0.248280259	-0.959825582	0.239283807	-0.645524673	NA	0.72803	0	0	1	0	0
ENSG00000132275	RRP8	Rrp8	ribosomal RNA processing 8, methyltransferase, homolog (yeast)	RRP8; UbiE/COQ5_MeTrFase_CS; SAM-dependent_MTases; RRP8_N	0	-0.130579179	-1.122105928	-0.991880336	0.175984814	-0.184074921	Medium, Medium, Medium	1.23e-10	0	0	0	0	0
ENSG00000099622	CIRBP	Cirbp	cold inducible RNA binding protein	RRM_dom; RRM_dom_euk; Nucleotide-bd_a/b_plait_sf; RBM3/CIRBP_RRM; RBD_domain_sf;	1	-1.548905456	0.578713057	-0.749450775	0.36943339	0.581925219	NA	0.33636	0	0	0	0	0
ENSG00000107937	GTPBP4	Gtpbp4	GTP binding protein 4	Small_GTP-bd_dom; GTP_binding_domain; NOG1_Rossman_fold_dom; NOG_C; NOG1; P-loop_NTPase; G_OBG; NOG1_N	0	-0.219374705105205	0.51949032	-1.067044	0.686832687	0.001123285	Medium, Medium, Not detected	1	1	0	0	0	0
ENSG00000278053	DDX52	Ddx52	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52	Helicase_C; DEAD/DEAH_box_helicase_dom; Helicase_ATP-bd; RNA_helicase_DEAD_Q_motif; P-loop_NTPase	1	-0.513865934	-0.385657724	-1.231794458	-0.176799519	-0.783105333	NA	1.51e-15	0	0	0	0	0
ENSG00000137154	RPS6	Rps6	ribosomal protein S6	Ribosomal_S6e; Ribosomal_S6_euk; Ribosomal_S6e_CS	0	0.284108972	0.439516638	-1.671943648	0.37895972	-0.430830336	High, High, Medium	0.9759	0	1	0	0	0
ENSG00000109111	SUPT6H	Supt6	suppressor of Ty 6 homolog (S. cerevisiae)	SH2; S1_domain; YqgF/RNaseH-like_dom; RuvA_2-like; RNaseH-like_sf; NA-bd_OB-fold; TF_Spt6; S1_dom; Spt6_acidic_N_dom; Spt6_HTH_DNA-bd_dom; Spt6_YqgF; Spt6_HHH; Spt6_SH2_C; Spt6_SH2_N; Spt6_SH2; SH2_dom_sf; HHH_9	1	-0.630917826	-0.16173747	-1.183345097	0.159354329	0.094980243	Medium, High, Medium	1	1	0	0	0	0
ENSG00000153944	MSI2	Msi2	musashi homolog 2 (Drosophila)	RRM_dom; Nucleotide-bd_a/b_plait_sf; MSI_RRM2; MSI_RRM1; RBD_domain_sf;	1	-2.855520703	-2.280981911	0.665513539	-0.097776747	-1.429247059	High, High, High	0.99478	1	0	0	0	0
ENSG00000106355	LSM5	Lsm5	LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)	LSM_dom_euk/arc; LSM_dom_sf; LSm5	0	-0.219374705105205	-0.581586933	-0.528455721	-0.025315935	-0.566386548	Not detected, Not detected, Not detected	0.026283	0	0	0	0	0
ENSG00000105447	GRWD1	Grwd1	glutamate-rich WD repeat containing 1	WD40_repeat; WD40/YVTN_repeat-like_dom_sf; WD40_repeat_dom; WD40_repeat_dom_sf; WD40_repeat_CS; G-protein_beta_WD-40_rep; Histone-bd_RBBP4_N	0	-0.166784866	0.569232601	-1.380756933	0.359966969	-0.419280854	Not detected, Not detected, Not detected	0.00039721	0	0	0	0	0
ENSG00000174173	TRMT10C	Trmt10c	tRNA methyltransferase 10 homolog C (S. cerevisiae)	tRNA_m1G_MeTrfase_euk; tRNA_MeTrfase_TRMD/TRM10; TRM10C; MT_TRM10-typ; MT_TRM10-typ_sf	0	0.290759514	-0.019286749	-0.723324169	0.047979647	-0.788138357	Not detected, Medium, Not detected	9.71e-05	0	0	0	0	0
ENSG00000127022	CANX	Canx	calnexin	Calret/calnex; ConA-like_dom_sf; Calreticulin/calnexin_P_dom_sf; Calret/calnex_CS;	0	-0.496605464	0.438659922	-0.557020742	0.338860341	-0.479734227	High, High, High	0.86635	0	0	1	0	0
ENSG00000072518	MARK2	Mark2	MAP/microtubule affinity-regulating kinase 2	Prot_kinase_dom; KA1_dom; Ser/Thr_kinase_AS; Kinase-like_dom_sf; UBA; Protein_kinase_ATP_BS; KA1/Ssp2_C;	0	-0.699550312	0.448996184	-0.556184296	-0.207997889	0.154062066	Medium, Medium, Low	0.99999	1	0	0	1	0
